,Agrocapi,Agrostis_spp,Anthodor,Aulapalu,Callvulg,Cardprat,Carenigr,Carepanic,Carepilu,Carex_spp,Cerafont,Cirspalu,Cynocris,Desccesp,Descflex,Dricscop,Durodili,Empenigr,Erictetr,Erioangu,Eriovagi,Festovin,Festrubr,Galisaxa,Holclana,Hylosple,Hylosple.1,Hypnjutu,Junceffu,Juncsqua,Luzumulti,Luzusylv,Molicaer,Nardstri,Plagiotundu,Pleuschr,Poaannu,Poaprat,Poatriv,Polycomm,Poteerec,Pseupuru,Ranurepe,Rhytlore,Rhytsqua,Rumeacetosa,Rumeacetosella,Sphacapi,Sphafall,sphapalu,Stelalsi,Taraxacu,Thuitama,Triccesp,Trifrepe,Vaccmyrt
84,0,0,0,0,3.0927835052,0,12.3711340206,0,0,0,0,0,0,0,2.0618556701,0,0,0,0,5.1546391753,4.1237113402,0,0,0,0,0,0,0,0,0,0,0,36.0824742268,0,0,2.0618556701,0,0,0,12.3711340206,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6804123711,0,0
85,0,0,0,2,70,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
86,0,0,1.0416666667,0,0,0,3.125,0,0,0,0,0,0,0,5.2083333333,0,0,0,0,0,0,2.0833333333,0,0,0,0,0,0,0,0,0,0,78.125,0,0,0,0,0,0,3.125,1.0416666667,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0
87,0,0,10.101010101,0,2.0202020202,0,43.4343434343,0,0,0,0,0,0,0,12.1212121212,0,0,0,0,0,15.1515151515,1.0101010101,0,2.0202020202,0,0,0,0,0,5.0505050505,0,0,0,0,0,0,0,0,0,9.0909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,40.206185567,0,34.0206185567,0,0,0,0,0,0,0,1.0309278351,0,0,0,0,0,7.2164948454,0,0,0,0,0,0,0,0,0,0,0,5.1546391753,0,0,1.0309278351,0,0,0,2.0618556701,0,0,0,0,0,0,0,0,0,7.2164948454,0,0,0,0,0,2.0618556701
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,70,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,0,0,0,0,53.5353535354,0,9.0909090909,0,0,0,0,0,0,0,4.0404040404,0,0,0,0,0,1.0101010101,0,0,0,0,0,0,0,0,0,0,0,26.2626262626,0,0,0,0,0,0,5.0505050505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0101010101
91,0,0,5,0,28,0,37,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,1.0101010101,0,69.696969697,0,12.1212121212,0,0,0,0,0,0,0,3.0303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1313131313,0,0,0,0,0,0,0,0,0,0,0,1.0101010101,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,12.1212121212,1.0101010101,6.0606060606,0,0,0,57.5757575758,0,0,0,0,0,0,0,0,0,0,0,0,1.0101010101,5.0505050505,7.0707070707,0,0,0,0,0,0,0,0,0,0,8.0808080808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0202020202,0,0
97,65,0,3,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,4,0,0,5,0,0,0,1,1,5,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
98,0,0,0,0,67.032967033,0,19.7802197802,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2967032967,0,0,0,0,0,0,0,0,0,0,0,2.1978021978,0,0,2.1978021978,0,0,0,2.1978021978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2967032967
99,0,0,0,1.0101010101,1.0101010101,0,10.101010101,0,0,0,0,0,0,0,9.0909090909,0,0,0,0,2.0202020202,0,0,0,0,0,0,0,0,0,0,0,0,47.4747474747,0,0,0,0,0,0,29.2929292929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2.1505376344,0,2.1505376344,0,0,0,31.1827956989,0,0,1.0752688172,0,0,0,0,2.1505376344,0,0,0,0,0,7.5268817204,11.8279569892,0,0,0,0,0,0,0,0,0,0,37.6344086022,0,0,0,0,0,0,3.2258064516,0,0,0,0,0,0,0,0,1.0752688172,0,0,0,0,0,0,0
101,4.6511627907,0,6.976744186,0,0,0,12.7906976744,0,0,0,0,0,0,0,1.1627906977,0,0,0,0,0,0,11.6279069767,0,1.1627906977,0,0,0,0,23.2558139535,0,0,0,20.9302325581,15.1162790698,0,0,2.3255813953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,4.5977011494,0,0,0,0,0,0,0,0,0,3.4482758621,0,0,0,0,0,0,2.2988505747,0,0,0,0,0,0,0,0,0,0,83.908045977,3.4482758621,0,1.1494252874,0,0,0,1.1494252874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,22.1052631579,0,0,0,0,0,0,0,7.3684210526,0,0,0,0,0,0,6.3157894737,0,6.3157894737,0,0,3.1578947368,1.0526315789,0,0,0,0,33.6842105263,0,0,5.2631578947,0,0,0,12.6315789474,1.0526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0526315789
104,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,6.25,0,0,0,0,0,17.7083333333,2.0833333333,0,0,0,0,0,0,0,0,0,0,27.0833333333,0,0,0,0,0,0,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,5.2631578947,0,0,2.1052631579,0,23.1578947368,0,0,0,0,0,0,0,22.1052631579,0,0,0,4.2105263158,1.0526315789,11.5789473684,6.3157894737,0,0,0,0,0,0,0,0,1.0526315789,0,7.3684210526,3.1578947368,0,2.1052631579,0,0,0,10.5263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,2,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,53,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,17.3469387755,0,0,0,0,0,0,0,0,1.0204081633,0,1.0204081633,0,0,0,9.1836734694,0,0,0,0,0,0,20.4081632653,1.0204081633,2.0408163265,0,36.7346938776,2.0408163265,0,3.0612244898,0,0,0,4.0816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0408163265,0,0
108,0,1.0101010101,2.0202020202,0,0,0,10.101010101,0,0,0,0,0,0,0,6.0606060606,0,0,0,0,0,0,4.0404040404,0,0,0,0,0,0,29.2929292929,0,0,0,0,44.4444444444,0,0,0,0,0,2.0202020202,0,0,0,0,1.0101010101,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,1.0101010101,0,0,0,0,0,0,0,1.0101010101,0,0,0,0,3.0303030303,0,2.0202020202,0,0,0,0,0,0,49.4949494949,0,0,0,31.3131313131,1.0101010101,0,1.0101010101,0,0,0,7.0707070707,3.0303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,1.0101010101,0,0,0,0,0,0,0,0,0,0,0,2.0202020202,0,0,0,0,0,0,4.0404040404,0,0,0,7.0707070707,0,0,0,0,0,0,68.6868686869,4.0404040404,0,0,0,0,0,3.0303030303,4.0404040404,0,0,0,0,0,0,0,6.0606060606,0,0,0,0,0,0,0
111,3.1578947368,13.6842105263,7.3684210526,0,0,0,6.3157894737,0,0,0,0,0,0,0,5.2631578947,0,0,0,0,0,0,5.2631578947,0,0,0,0,0,0,0,0,0,0,16.8421052632,34.7368421053,0,0,0,0,0,0,7.3684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,17.1717171717,0,0,0,0,0,0,0,8.0808080808,0,0,0,7.0707070707,0,0,14.1414141414,0,0,0,0,0,0,0,0,0,0,50.5050505051,0,0,1.0101010101,0,0,0,0,0,0,0,0,0,0,0,1.0101010101,0,0,0,0,0,1.0101010101,0,0
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0505050505,0,2.0202020202,0,0,0,91.9191919192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0101010101,0,0,0,0,0
114,0,0,0,0,0,0,2.0833333333,0,0,0,0,0,0,0,12.5,0,0,2.0833333333,0,0,5.2083333333,3.125,0,0,0,0,0,0,0,0,0,0,42.7083333333,0,0,9.375,0,0,0,5.2083333333,0,0,0,0,0,0,0,0,8.3333333333,4.1666666667,0,0,0,5.2083333333,0,0
115,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,1,0,2,0,0,83,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
116,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,65,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
117,0,4,4,0,0,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
118,0,0,9,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,3,0,0,0,1,0,0,0,0,0,55,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,1.0101010101,0,0,0,0,0,0,0,4.0404040404,0,0,0,0,0,0,1.0101010101,0,0,0,0,0,0,42.4242424242,0,0,0,49.4949494949,0,0,1.0101010101,0,0,0,0,0,0,0,0,1.0101010101,0,0,0,0,0,0,0,0,0,0,0
120,0,0,4.0816326531,0,0,0,3.0612244898,0,0,0,0,0,0,0,4.0816326531,0,0,0,0,0,0,1.0204081633,0,7.1428571429,0,0,2.0408163265,0,33.6734693878,5.1020408163,1.0204081633,0,33.6734693878,0,0,0,0,0,0,0,2.0408163265,0,0,0,3.0612244898,0,0,0,0,0,0,0,0,0,0,0
121,0,0,1,0,0,0,47,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,35,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
122,0,3,1,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,60,0,0,0,0,9,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
123,0,2,6,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,10,0,0,0,0,2,0,1,0,54,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
124,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,0,0,0,0,0,0,0,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,2,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,54,12,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,20.3389830508,0,0,0,0,0,0,0,6.7796610169,0,0,0,0,0,27.1186440678,0,0,0,0,0,0,0,0,0,0,0,25.4237288136,0,0,0,0,0,0,18.6440677966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6949152542
127,5,1,2,0,11,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,2,0,0,0,0,0,25,2,0,14,10,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
128,0,2.0408163265,3.0612244898,0,9.1836734694,0,44.8979591837,0,0,0,0,0,0,0,1.0204081633,0,0,0,0,0,0,3.0612244898,0,0,0,0,0,0,0,2.0408163265,1.0204081633,0,32.6530612245,0,0,0,0,0,0,0,0,0,0,0,1.0204081633,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,5.1546391753,0,10.3092783505,0,0,0,0,0,0,0,13.4020618557,0,0,0,0,0,17.5257731959,4.1237113402,0,0,0,0,0,1.0309278351,0,0,0,0,39.175257732,0,0,0,0,0,0,0,1.0309278351,0,0,0,0,0,0,0,0,0,0,0,0,1.0309278351,0,7.2164948454
130,0,0,0,0,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131,0,0,2.5974025974,0,40.2597402597,0,36.3636363636,0,0,0,0,0,0,0,3.8961038961,0,0,0,0,0,1.2987012987,5.1948051948,0,0,0,0,0,1.2987012987,0,0,0,0,0,0,0,5.1948051948,0,0,0,1.2987012987,0,0,0,0,2.5974025974,0,0,0,0,0,0,0,0,0,0,0
132,0,1.0204081633,0,0,72.4489795918,0,0,0,0,0,0,0,0,0,1.0204081633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4693877551,0,0,0,0,0,0,0,1.0204081633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0204081633
133,1,0,4,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,22,45,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,78,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
135,2,0,2,0,4,0,28,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,23,26,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
136,0,0,3,0,25,0,18,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
138,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,2,0,0,0,0,27,0,0,0,24,7,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,66,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,4.0816326531,0,0,0,0,0,0,0,7.1428571429,0,0,0,0,0,41.8367346939,1.0204081633,0,0,0,0,0,0,0,0,0,0,32.6530612245,0,0,0,0,0,0,2.0408163265,0,0,0,0,0,0,0,0,0,4.0816326531,0,0,0,0,0,7.1428571429
141,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,3,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,1,0,0,0,0,28,0,0,0,0,39,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
143,2,0,2,0,0,0,13,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,1,0,0,0,0,0,10,0,0,37,0,0,1,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0
144,0,1,6,0,0,0,5,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,1,0,0,71,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1.0101010101,0,1.0101010101,0,0,0,0,0,0,0,0,0,0,0,1.0101010101,0,0,0,0,0,0,0,0,1.0101010101,0,0,0,0,1.0101010101,0,0,0,92.9292929293,2.0202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,2.0202020202,0,0,0,0,0,0,0,0,0,0,0,5.0505050505,0,0,0,0,0,0,2.0202020202,0,0,0,0,0,0,4.0404040404,0,0,0,77.7777777778,8.0808080808,0,0,0,0,0,0,1.0101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,13,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,69,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,10.5263157895,0,35.7894736842,0,46.3157894737,0,0,0,0,0,0,0,3.1578947368,0,0,0,0,0,0,1.0526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0526315789,0,0,0,1.0526315789,1.0526315789,0,0,0,0,0,0,0,0,0,0,0
149,12,0,7,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
150,0,1,3,0,18,0,2,0,0,0,0,0,0,0,6,0,0,0,3,0,0,1,0,2,0,0,0,1,0,0,0,0,39,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
151,0,2,7,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,1,0,0,56,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,1.0101010101,0,0,0,0,0,0,0,10.101010101,0,0,0,0,0,0,4.0404040404,0,0,0,0,0,0,10.101010101,1.0101010101,0,0,65.6565656566,6.0606060606,0,0,0,0,0,0,2.0202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
155,0,0,0,0,12.9032258065,0,16.1290322581,0,0,0,0,0,0,0,3.2258064516,0,0,1.0752688172,0,0,2.1505376344,0,0,0,0,0,0,0,0,0,0,0,61.2903225806,0,0,1.0752688172,0,0,0,1.0752688172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0752688172
156,14,0,3,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,6,0,1,0,32,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0
157,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,4.2105263158,1.0526315789,0,0,37.8947368421,0,0,0,0,0,0,0,8.4210526316,0,0,2.1052631579,0,6.3157894737,1.0526315789,1.0526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0526315789,0,0,0,23.1578947368,0,0,0,0,0,0,0,0,13.6842105263,0,0,0,0,0,0,0
159,0,0,4,0,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,34,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
160,3,4,4,0,0,0,15,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,1,0,0,46,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
161,0,0,1.0526315789,0,8.4210526316,0,2.1052631579,0,0,0,0,0,0,0,2.1052631579,0,0,0,0,0,0,2.1052631579,0,0,0,0,0,0,0,0,0,0,81.0526315789,0,0,0,0,0,0,3.1578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,61.2903225806,0,12.9032258065,0,0,0,0,0,0,0,2.1505376344,0,0,0,0,0,16.1290322581,0,0,0,0,0,0,0,2.1505376344,0,0,0,0,0,0,0,0,0,0,5.376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0,5,11,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
166,0,1,4,1,0,0,20,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,1,0,0,0,0,3,30,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,73,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
